,model,qa-cos,mini-l6,snowflake
1279,vicuna,0.976554725,0.976554725,0.843557838
1280,vicuna,0.569388228,0.664687637,0.376981234
1281,vicuna,0.971842493,0.865539466,0.516858745
1282,vicuna,0.567639267,0.478346349,0.532695399
1283,vicuna,0.616978443,0.629989996,
1284,vicuna,0.65388627,0.972892976,
1285,vicuna,0.975543841,0.53722194,0.567777743
1286,vicuna,,,
1287,vicuna,,0.612965282,0.631786895
1288,vicuna,0.47796455,,0.523399822
1289,vicuna,,0.473522183,0.89527143
1290,vicuna,0.389484353,0.94911272,
1291,vicuna,0.852641878,0.615329442,0.937811346
1292,vicuna,0.599613461,0.51844867,0.663625325
1293,vicuna,0.745737181,0.819329843,0.964994364
1294,vicuna,0.994861568,,0.431696574
1295,vicuna,0.657992927,0.531631188,0.699966112
1296,vicuna,,0.494539723,
1297,vicuna,0.542786683,0.918566292,0.572691244
1298,vicuna,0.919215424,0.832914813,0.8922469
1299,vicuna,0.772745475,0.661143362,0.619881314
1300,vicuna,0.922626977,0.591342456,0.627995418
1301,vicuna,0.963336724,0.567886983,0.875388536
1302,vicuna,,,0.493383511
1303,vicuna,0.993748828,0.989943563,0.967743848
1304,vicuna,0.415955694,0.578448899,0.867258145
1305,vicuna,0.861468457,,0.718193732
1306,vicuna,,,0.774333756
1307,vicuna,0.938518454,0.939434299,0.932546766
1308,vicuna,0.862517352,0.863193241,
1309,vicuna,0.958456548,0.89824764,0.935121667
1310,vicuna,0.61149814,0.873363734,0.998697522
1311,vicuna,0.752827786,0.829512942,0.863758424
1312,vicuna,0.667646543,0.366459466,0.457774297
1313,vicuna,,0.878943921,0.989822623
1314,vicuna,0.846187857,0.993311128,0.914542556
1315,vicuna,,1,0.898383979
1316,vicuna,0.633488441,0.487118524,0.556832148
1317,vicuna,0.598187313,0.486444134,0.529567874
1318,vicuna,0.929873738,0.665554131,0.466292671
1319,vicuna,0.925874484,,0.923912999
1320,vicuna,0.393694679,0.337884889,0.468195985
1321,vicuna,0.717253429,0.722381283,0.691712659
1322,vicuna,0.681979988,0.976787843,0.785972262
1323,vicuna,0.23528523,0.121386597,
1324,vicuna,0.945739111,0.533163366,0.477644234
1325,vicuna,0.853985175,0.664975516,0.822624984
1326,vicuna,0.818413673,0.359248456,0.846591554
1327,vicuna,0.817991936,0.873514899,0.727483965
1328,vicuna,1,0.835253544,0.795797316
1329,vicuna,0.79374334,0.893888734,0.829666659
1330,vicuna,0.657291383,0.538375343,0.681584895
1331,vicuna,0.637481657,,0.587687927
1332,vicuna,0.959346335,0.84317796,0.972991274
1333,vicuna,0.789376848,,0.48932433
1334,vicuna,,0.923224299,
1335,vicuna,0.565373418,0.835447697,0.748219459
1336,vicuna,0.824738447,0.899198461,0.737489532
1337,vicuna,0.88732129,0.828783981,0.938788869
1338,vicuna,0.632678818,0.987469422,0.727843338
1339,vicuna,,0.55856736,0.47553644
1340,vicuna,,0.526521629,0.693219597
1341,vicuna,0.953486358,0.572152792,0.972859455
1342,vicuna,0.983561115,0.719741568,0.978343798
1343,vicuna,0.457226744,0.738934554,0.857823892
1344,vicuna,0.143351448,0.981696152,0.775432979
1345,vicuna,0.468533177,0.584872784,0.468533177
1346,vicuna,0.344361523,0.72163812,0.677246553
1347,vicuna,0.613889372,0.653855534,0.613889372
1348,vicuna,0.542719674,0.668331248,0.894796546
1349,vicuna,0.842739167,0.727955116,0.547382999
1350,vicuna,0.922245662,0.946579855,0.942915782
1351,vicuna,0.817458273,0.966456284,0.841282315
1352,vicuna,0.548936675,0.583676556,0.548936675
1353,vicuna,0.984138252,0.578687785,1
1354,vicuna,0.846447535,0.813365875,0.845159449
1355,vicuna,,0.761799682,
1356,vicuna,0.373689523,0.453524796,0.342734638
1357,vicuna,0.646774927,0.945234663,0.568147588
1358,vicuna,0.633779751,0.841225697,0.574421415
1359,vicuna,0.521271411,0.971111176,0.924631396
1360,vicuna,0.937176625,0.662934616,0.937176625
1361,vicuna,0.616118149,0.518266466,0.844898899
1362,vicuna,0.919561195,0.867535492,0.969179172
1363,vicuna,1,1,
1364,vicuna,0.742822574,0.843296992,0.861952697
1365,vicuna,0.187299335,,0.554131673
1366,vicuna,0.666282952,0.463995853,0.354164727
1367,vicuna,0.794147842,0.562643941,
1368,vicuna,0.386859686,0.644357166,0.37865265
1369,vicuna,0.984886196,0.991192773,0.931238689
1370,vicuna,,0.728418423,0.863143912
1371,vicuna,0.877621866,0.851382957,0.733755244
1372,vicuna,0.492272311,0.381978254,0.357948767
1373,vicuna,0.134513438,0.814245982,
1374,vicuna,0.631751168,0.631751168,0.775911342
1375,vicuna,0.773428849,0.655832658,0.598673578
1376,vicuna,0.587367783,0.947371277,0.947371277
1377,vicuna,0.731785867,0.481852261,0.711515852
1378,vicuna,0.614645982,0.638949746,0.696756318
1379,vicuna,0.579151354,0.493152498,0.57579482
1380,vicuna,0.662345123,0.683229486,0.892671497
1381,vicuna,0.842266774,,
1382,vicuna,,0.94885939,
1383,vicuna,,0.882931414,0.745486959
1384,vicuna,0.785617887,0.77637646,
1385,vicuna,0.546935325,0.458676384,0.449916321
1386,vicuna,0.541947961,0.834359721,0.639219278
1387,vicuna,0.756753823,0.141994699,0.784575697
1388,vicuna,,0.614851345,0.88895735
1389,vicuna,,0.519555564,
1390,vicuna,0.528814119,0.886243171,0.534423428
1391,vicuna,0.932846559,0.845362865,0.919241822
